year,month,customer,new_cluster,total_purchase_amount,total_transaction_count
2017,7,c5888,1,18900,2
2017,7,c5889,3,5600,8
2017,7,c5890,3,9748,16
2017,7,c5891,0,2390,1
2017,7,c5892,0,1789,2
2017,7,c5893,0,440,1
2017,7,c5894,0,1670,1
2017,7,c5895,2,78345,70
2017,7,c5896,0,2060,4
2017,7,c5897,0,1862,1
2017,7,c5898,1,24043,38
2017,7,c5899,0,4383,4
2017,7,c5900,0,4860,6
2017,7,c5901,3,11085,7
2017,7,c5902,0,5672,3
2017,7,c5903,0,1990,1
2017,7,c5904,0,872,1
2017,7,c5905,0,3290,4
2017,7,c5906,0,1291,1
2017,7,c5907,0,4945,4
2017,7,c5908,0,2389,2
2017,7,c5909,0,1382,2
2017,7,c5910,0,1890,1
2017,7,c5911,0,722,1
2017,7,c5912,3,6797,7
2017,7,c5913,0,2747,3
2017,7,c5914,0,2032,3
2017,7,c5915,0,3594,4
2017,7,c5916,0,4398,4
2017,7,c5917,0,5824,6
2017,7,c5918,0,2935,6
2017,7,c5919,3,9316,7
2017,7,c5920,0,3860,3
2017,7,c5921,0,1192,1
2017,7,c5922,0,1192,1
2017,7,c5923,3,9777,20
2017,7,c5924,3,7968,4
2017,7,c5925,0,5570,3
2017,7,c5926,3,4369,5
2017,7,c5927,3,6224,7
2017,7,c5928,0,3440,3
2017,7,c5929,0,6720,3
2017,7,c5930,0,1030,1
2017,7,c5931,0,2890,1
2017,7,c5932,0,1776,1
2017,7,c5933,0,2402,2
2017,7,c5934,0,4092,3
2017,7,c5935,0,3994,5
2017,7,c5936,0,1050,1
2017,7,c5937,0,561,1
2017,7,c5938,0,300,2
2017,7,c5939,0,4828,8
2017,7,c5940,0,6414,5
2017,7,c5941,0,2966,2
2017,7,c5942,0,7163,10
2017,7,c5943,0,3982,4
2017,7,c5944,3,10045,6
2017,7,c5945,3,7456,9
2017,7,c5946,0,6603,6
2017,7,c5947,0,1192,1
2017,7,c5948,0,3792,3
2017,7,c5949,0,2411,3
2017,7,c5950,0,5602,5
2017,7,c5951,0,836,1
2017,7,c5952,0,3076,2
2017,7,c5953,0,872,1
2017,7,c5954,0,4230,1
2017,7,c5955,0,5382,2
2017,7,c5956,0,4783,3
2017,7,c5957,1,13454,11
2017,7,c5958,0,1929,2
2017,7,c5959,0,6780,2
2017,7,c5960,0,1303,2
2017,7,c5961,3,10629,14
2017,7,c5962,0,2180,2
2017,7,c5963,0,1291,1
2017,7,c5964,0,890,1
2017,7,c5965,0,2147,3
2017,7,c5966,0,5886,5
2017,7,c5967,0,2082,5
2017,7,c5968,3,9920,12
2017,7,c5969,0,2576,4
2017,7,c5970,0,3311,3
2017,7,c5971,0,3564,4
2017,7,c5972,3,13061,15
2017,7,c5973,0,2232,2
2017,7,c5974,0,1030,1
2017,7,c5975,0,1192,1
2017,7,c5976,0,440,1
2017,7,c5977,0,1080,2
2017,7,c5978,0,2507,3
2017,7,c5979,0,5760,4
2017,7,c5980,0,2578,4
2017,7,c5981,0,2223,3
2017,7,c5982,0,1136,2
2017,7,c5983,0,801,1
2017,7,c5984,0,1312,2
2017,7,c5985,3,9521,5
2017,7,c5986,0,0,2
2017,7,c5987,0,5809,5
2017,7,c5988,3,12789,18
2017,7,c5989,3,10390,16
2017,7,c5990,0,599,1
2017,7,c5991,0,4357,2
2017,7,c5992,0,1546,2
2017,7,c5993,0,2170,2
2017,7,c5994,0,1030,1
2017,7,c5995,0,3652,2
2017,7,c5996,0,470,1
2017,7,c5997,0,4542,6
2017,7,c5998,0,2010,3
2017,7,c6000,0,4410,7
2017,7,c6001,0,903,1
2017,7,c6002,0,669,1
2017,7,c6003,0,3116,5
2017,7,c6004,0,546,1
2017,7,c6005,0,496,1
2017,7,c6006,0,5203,6
2017,7,c6007,0,1279,2
2017,7,c6008,0,4008,3
2017,7,c6009,0,4402,4
2017,7,c6010,3,3031,4
2017,7,c6011,3,19894,17
2017,7,c6012,0,3236,3
2017,7,c6013,0,883,3
2017,7,c6014,0,3401,3
2017,7,c6015,0,690,1
2017,7,c6016,3,5513,16
2017,7,c6017,3,10266,11
2017,7,c6018,0,1349,1
2017,7,c6019,0,792,2
2017,7,c6020,0,2879,2
2017,7,c6021,0,2994,2
2017,7,c6022,0,2640,1
2017,7,c6023,0,2050,1
2017,7,c6024,0,2176,1
2017,7,c6025,0,2993,1
2017,7,c6026,0,6380,2
2017,7,c6027,0,4062,5
2017,7,c6028,0,451,2
2017,7,c6029,0,1611,2
2017,7,c6030,0,2384,1
2017,7,c6031,0,2122,2
2017,7,c6032,0,2423,2
2017,7,c6033,0,1280,2
2017,7,c6034,0,3070,2
2017,7,c6035,0,2070,2
2017,7,c6036,0,6001,7
2017,7,c6037,3,12564,7
2017,7,c6038,0,598,2
2017,7,c6039,0,104,1
2017,7,c6040,0,3307,2
2017,7,c6041,0,4532,2
2017,7,c6042,0,2630,1
2017,7,c6043,0,1700,1
2017,7,c6044,0,1690,1
2017,7,c6045,0,2160,2
2017,7,c6046,0,2190,1
2017,7,c6047,0,580,2
2017,7,c6048,0,2980,2
2017,7,c6049,0,101,1
2017,7,c6050,0,1890,1
2017,7,c6051,0,3337,3
2017,7,c6052,0,7283,7
2017,7,c6053,0,2470,3
2017,7,c6054,0,2660,1
2017,7,c6055,0,2166,1
2017,7,c6056,0,1919,3
2017,7,c6057,0,3776,5
2017,7,c6058,3,7782,7
2017,7,c6059,0,1400,2
2017,7,c6060,0,1784,3
2017,7,c6061,0,2780,1
2017,7,c6062,0,690,1
2017,7,c6063,0,2243,3
2017,7,c6064,0,1030,1
2017,7,c6065,0,1112,1
2017,7,c6066,0,2970,4
2017,7,c6067,0,1830,1
2017,7,c6068,0,2172,3
2017,7,c6069,0,2367,2
2017,7,c6070,0,2941,3
2017,7,c6071,0,3210,3
2017,7,c6072,0,2060,1
2017,7,c6073,0,850,1
2017,7,c6074,0,3150,1
2017,7,c6075,0,1890,3
2017,7,c6076,0,4676,3
2017,7,c6077,1,14959,18
2017,7,c6078,3,7700,10
2017,7,c6079,3,9358,12
2017,7,c6080,0,2033,1
2017,7,c6081,0,440,1
2017,7,c6082,0,1340,2
2017,7,c6083,3,9527,6
2017,7,c6084,0,3458,3
2017,7,c6085,0,1990,1
2017,7,c6086,0,1178,1
2017,7,c6087,0,3828,3
2017,7,c6088,2,15750,17
2017,7,c6089,0,4263,3
2017,7,c6090,0,2332,4
2017,7,c6091,0,3019,3
2017,7,c6092,3,7324,12
2017,7,c6093,0,999,1
2017,7,c6094,0,4048,4
2017,7,c6095,0,589,1
2017,7,c6096,0,790,1
2017,7,c6097,0,342,1
2017,7,c6098,0,2364,1
2017,7,c6099,0,690,1
2017,7,c6100,0,4507,3
2017,7,c6101,0,299,1
2017,7,c6102,0,845,1
2017,7,c6103,0,4262,4
2017,7,c6104,0,320,2
2017,7,c6105,0,5038,6
2017,7,c6106,0,2920,2
2017,7,c6107,0,3635,4
2017,7,c6108,0,1790,1
2017,7,c6109,0,2470,3
2017,7,c6110,0,1192,1
2017,7,c6111,0,1490,1
2017,7,c6112,3,7619,7
2017,7,c6113,0,2011,2
2017,7,c6114,3,3292,2
2017,7,c6115,0,890,1
2017,7,c6116,0,863,4
2017,7,c6117,0,1320,1
2017,7,c6118,0,4921,3
2017,7,c6119,0,2803,1
2017,7,c6120,0,2292,5
2017,7,c6121,0,903,2
2017,7,c6122,3,5363,5
2017,7,c6123,0,2793,1
2017,7,c6124,3,15123,8
2017,7,c6125,0,3012,3
2017,7,c6126,0,3814,3
2017,7,c6127,0,1846,1
2017,7,c6128,0,2394,1
2017,7,c6129,0,1882,5
2017,7,c6130,0,318,3
2017,7,c6131,0,3378,7
2017,7,c6132,0,2053,3
2017,7,c6133,0,441,1
2017,7,c6134,0,4627,2
2017,7,c6135,0,980,1
2017,7,c6136,0,1430,2
2017,7,c6137,0,1411,1
2017,7,c6138,0,923,1
2017,7,c6139,0,3344,2
2017,7,c6140,0,6110,5
2017,7,c6141,3,2540,4
2017,7,c6142,0,1932,2
2017,7,c6143,0,3496,3
2017,7,c6144,0,750,2
2017,7,c6145,0,160,1
2017,7,c6146,0,1030,1
2017,7,c6147,0,273,3
2017,7,c6148,0,2450,2
2017,7,c6149,0,2380,2
2017,7,c6150,0,2961,1
2017,7,c6151,0,3182,2
2017,7,c6152,0,420,2
2017,7,c6153,0,4230,1
2017,7,c6154,0,1512,1
2017,7,c6155,0,5912,13
2017,7,c6156,0,1618,4
2017,7,c6157,3,5660,10
2017,7,c6158,3,3587,7
2017,7,c6159,0,474,1
2017,7,c6160,0,1290,1
2017,7,c6161,3,8510,16
2017,7,c6162,0,4001,10
2017,7,c6163,0,710,1
2017,7,c6164,0,408,3
2017,7,c6165,0,1646,2
2017,7,c6166,3,4792,7
2017,7,c6167,0,1701,1
2017,7,c6168,0,160,1
2017,7,c6169,0,3090,1
2017,7,c6170,0,1960,1
2017,7,c6171,0,5290,10
2017,7,c6172,0,3333,1
2017,7,c6173,0,3090,6
2017,7,c6174,0,3303,3
2017,7,c6175,0,2293,2
2017,7,c6176,0,1560,2
2017,7,c6177,0,474,1
2017,7,c6178,0,1030,1
2017,7,c6179,0,256,2
2017,7,c6180,3,7654,15
2017,7,c6181,1,25308,40
2017,7,c6182,0,3580,4
2017,7,c6183,0,593,1
2017,7,c6184,3,4731,14
2017,7,c6185,0,7105,15
2017,7,c6186,0,5629,10
2017,7,c6187,0,1690,1
2017,7,c6188,0,1626,2
2017,7,c6189,3,7548,10
2017,7,c6190,0,3854,5
2017,7,c6191,0,2919,3
2017,7,c6192,0,2698,7
2017,7,c6193,0,3267,5
2017,7,c6194,0,4788,8
2017,7,c6195,0,1570,3
2017,7,c6196,0,1690,1
2017,7,c6197,0,2914,3
2017,7,c6198,0,1890,1
2017,7,c6199,0,870,1
2017,7,c6200,0,1430,2
2017,7,c6201,0,1690,1
2017,7,c6202,0,6167,9
2017,7,c6203,0,5383,8
2017,7,c6204,0,2295,2
2017,7,c6205,0,4063,10
2017,7,c6206,0,2290,1
2017,7,c6207,0,2241,1
2017,7,c6208,0,2961,1
2017,7,c6209,0,2566,2
2017,7,c6210,0,1990,1
2017,7,c6211,0,751,1
2017,7,c6212,0,4715,9
2017,7,c6213,0,3012,7
2017,7,c6214,0,690,1
2017,7,c6215,0,2600,1
2017,7,c6216,0,3280,4
2017,7,c6217,0,3076,8
2017,7,c6218,0,1080,1
2017,7,c6219,0,7197,13
2017,7,c6220,0,3742,5
2017,7,c6221,0,4993,18
2017,7,c6222,0,4180,4
2017,7,c6223,3,6670,9
2017,7,c6224,0,7202,13
2017,7,c6225,0,2843,3
2017,7,c6226,0,720,1
2017,7,c6227,0,347,1
2017,7,c6228,0,3097,2
2017,7,c6229,0,1273,1
2017,7,c6230,0,1942,2
2017,7,c6231,0,1940,1
2017,7,c6232,0,1482,1
2017,7,c6233,0,1990,1
2017,7,c6234,0,1392,2
2017,7,c6235,0,4017,11
2017,7,c6236,0,1562,2
2017,7,c6237,0,498,1
2017,7,c6238,0,2862,2
2017,7,c6239,0,1032,1
2017,7,c6240,0,2310,1
2017,7,c6241,0,3420,4
2017,7,c6242,0,1247,1
2017,7,c6243,0,1979,4
2017,7,c6244,0,0,1
2017,7,c6245,0,5111,9
2017,7,c6246,0,6265,11
2017,7,c6247,0,5020,30
2017,7,c6248,0,2233,2
2017,7,c6249,0,630,1
2017,7,c6250,0,3126,2
2017,7,c6251,0,641,1
2017,7,c6252,0,400,1
2017,7,c6253,0,1613,2
2017,7,c6254,0,2421,1
2017,7,c6255,0,3651,2
2017,7,c6256,0,1830,1
2017,7,c6257,0,2065,3
2017,7,c6258,0,989,2
2017,7,c6259,0,1189,2
2017,7,c6260,0,1032,1
2017,7,c6261,0,3270,3
2017,7,c6262,0,1860,2
2017,7,c6263,0,390,1
2017,7,c6264,0,1512,1
2017,7,c6265,0,190,1
2017,7,c6266,0,5988,12
2017,7,c6267,0,1902,2
2017,7,c6268,0,1362,2
2017,7,c6269,0,4250,8
2017,7,c6270,3,10523,11
2017,7,c6271,0,5434,11
2017,7,c6272,0,1131,1
2017,7,c6273,0,3390,2
2017,7,c6274,3,3390,2
2017,7,c6275,0,320,2
2017,7,c6276,0,2962,2
2017,7,c6277,0,1026,1
2017,7,c6278,0,5598,15
2017,7,c6279,0,1341,1
2017,7,c6280,0,2036,2
2017,7,c6281,0,710,1
2017,7,c6282,0,1136,2
2017,7,c6283,0,96,1
2017,7,c6284,0,2116,2
2017,7,c6285,0,1980,2
2017,7,c6286,0,1390,1
2017,8,c5556,0,1738,1
2017,8,c5875,0,5266,6
2017,8,c5879,3,590,1
2017,8,c5880,3,930,2
2017,8,c5887,1,20304,19
2017,8,c5888,1,8246,4
2017,8,c5889,3,5068,12
2017,8,c5895,2,6776,5
2017,8,c5901,3,1673,2
2017,8,c5905,0,1030,3
2017,8,c5907,0,202,1
2017,8,c5912,3,6474,15
2017,8,c5913,0,177,1
2017,8,c5915,0,3448,7
2017,8,c5925,0,1454,1
2017,8,c5926,3,4336,3
2017,8,c5927,3,2354,2
2017,8,c5939,0,941,1
2017,8,c5944,3,6276,3
2017,8,c5945,3,12836,14
2017,8,c5956,0,360,1
2017,8,c5957,1,12356,10
2017,8,c5961,3,4312,6
2017,8,c5965,0,990,1
2017,8,c5973,0,2304,4
2017,8,c5985,3,8888,7
2017,8,c5988,3,7737,7
2017,8,c5989,3,5932,4
2017,8,c5990,0,2180,2
2017,8,c5992,0,2050,7
2017,8,c5994,0,2961,1
2017,8,c6000,0,1030,1
2017,8,c6001,0,630,1
2017,8,c6007,0,3100,5
2017,8,c6010,3,5468,6
2017,8,c6016,3,13051,20
2017,8,c6017,3,6935,8
2017,8,c6033,0,4060,6
2017,8,c6034,0,3461,5
2017,8,c6038,0,5408,9
2017,8,c6043,0,1840,3
2017,8,c6077,1,11490,22
2017,8,c6088,2,36957,39
2017,8,c6092,3,2080,4
2017,8,c6097,0,1978,2
2017,8,c6099,0,1562,2
2017,8,c6105,0,226,2
2017,8,c6108,0,3676,2
2017,8,c6112,3,3908,4
2017,8,c6114,3,7905,13
2017,8,c6120,0,580,1
2017,8,c6122,3,5922,5
2017,8,c6124,3,2020,3
2017,8,c6129,0,1390,1
2017,8,c6141,3,8197,8
2017,8,c6156,0,2061,1
2017,8,c6157,3,4500,6
2017,8,c6158,3,15077,24
2017,8,c6166,3,7316,8
2017,8,c6179,0,1806,2
2017,8,c6184,3,2705,3
2017,8,c6191,0,2000,3
2017,8,c6193,0,1750,2
2017,8,c6218,0,1790,1
2017,8,c6223,3,1906,2
2017,8,c6237,0,3188,3
2017,8,c6240,0,3102,5
2017,8,c6243,0,2412,3
2017,8,c6256,0,2960,6
2017,8,c6260,0,4052,5
2017,8,c6267,0,2384,2
2017,8,c6274,3,10449,10
2017,8,c6275,0,890,1
2017,8,c6281,0,1470,2
2017,8,c6286,0,2090,1
2017,8,c6287,0,1890,1
2017,8,c6288,0,2274,2
2017,8,c6289,0,2616,3
2017,8,c6290,0,872,1
2017,8,c6291,0,3367,5
2017,8,c6292,0,1518,2
2017,8,c6293,0,490,1
2017,8,c6294,0,390,1
2017,8,c6295,0,517,2
2017,8,c6296,0,6800,8
2017,8,c6297,0,5222,10
2017,8,c6298,0,3674,7
2017,8,c6299,0,4213,13
2017,8,c6300,0,3350,4
2017,8,c6301,0,3599,3
2017,8,c6302,0,2954,6
2017,8,c6303,0,940,1
2017,8,c6304,0,0,1
2017,8,c6305,0,2926,1
2017,8,c6306,0,3078,1
2017,8,c6307,0,2390,1
2017,8,c6308,0,4138,9
2017,8,c6309,0,2048,1
2017,8,c6310,0,1121,1
2017,8,c6311,0,3554,6
2017,8,c6312,3,8630,13
2017,8,c6313,0,710,1
2017,8,c6314,0,5270,6
2017,8,c6315,0,3440,4
2017,8,c6316,0,1828,5
2017,8,c6317,0,6904,12
2017,8,c6318,0,690,3
2017,8,c6319,0,3285,1
2017,8,c6320,0,1495,2
2017,8,c6321,0,4165,4
2017,8,c6322,0,4479,9
2017,8,c6323,0,3657,4
2017,8,c6324,0,990,1
2017,8,c6325,0,1420,2
2017,8,c6326,0,1090,1
2017,8,c6327,3,11553,21
2017,8,c6328,0,4245,7
2017,8,c6329,3,7825,12
2017,8,c6330,0,1931,3
2017,8,c6331,0,2473,4
2017,8,c6332,0,1580,2
2017,8,c6333,0,5392,10
2017,8,c6334,0,2950,1
2017,8,c6335,0,2090,1
2017,8,c6336,0,1090,1
2017,8,c6337,0,513,1
2017,8,c6338,0,4066,9
2017,8,c6339,0,1478,3
2017,8,c6340,0,4470,8
2017,8,c6341,0,380,4
2017,8,c6342,0,5450,11
2017,8,c6343,0,4816,5
2017,8,c6344,0,5202,9
2017,8,c6345,0,1232,2
2017,8,c6346,0,1090,1
2017,8,c6347,0,2890,1
2017,8,c6348,0,5292,9
2017,8,c6349,0,2660,1
2017,8,c6350,0,470,1
2017,8,c6351,0,2394,1
2017,8,c6352,0,3290,1
2017,8,c6353,0,2206,1
2017,8,c6354,0,1201,1
2017,8,c6355,0,771,2
2017,8,c6356,0,3760,4
2017,8,c6357,3,9747,10
2017,8,c6358,0,2416,3
2017,8,c6359,0,690,1
2017,8,c6360,0,3836,3
2017,8,c6361,0,3024,7
2017,8,c6362,0,2320,1
2017,8,c6363,0,585,1
2017,8,c6364,0,990,1
2017,8,c6365,0,2090,1
2017,8,c6366,0,6459,10
2017,8,c6367,0,3619,10
2017,8,c6368,0,1862,2
2017,8,c6369,0,360,1
2017,8,c6370,0,690,1
2017,8,c6371,0,1442,2
2017,8,c6372,0,1614,2
2017,8,c6373,0,3031,13
2017,8,c6374,0,4152,8
2017,8,c6375,0,2800,2
2017,8,c6376,0,5346,8
2017,8,c6377,0,5101,11
2017,8,c6378,0,1380,2
2017,8,c6379,0,1614,1
2017,8,c6380,0,2974,3
2017,8,c6381,0,2646,2
2017,8,c6382,0,1890,1
2017,8,c6383,0,1690,1
2017,8,c6384,0,690,1
2017,8,c6385,0,2226,2
2017,8,c6386,3,8211,4
2017,8,c6387,0,870,1
2017,8,c6388,0,3612,6
2017,8,c6389,0,6885,8
2017,8,c6390,0,4338,3
2017,8,c6391,0,1280,2
2017,8,c6392,0,890,1
2017,8,c6393,0,210,2
2017,8,c6394,0,437,1
2017,8,c6395,0,3170,7
2017,8,c6396,0,1090,1
2017,8,c6397,0,4741,10
2017,8,c6398,0,2020,2
2017,8,c6399,0,872,1
2017,8,c6400,0,2590,1
2017,8,c6401,3,13882,32
2017,8,c6402,0,800,1
2017,8,c6403,0,690,1
2017,8,c6404,0,2180,2
2017,8,c6405,0,1055,2
2017,8,c6406,0,546,1
2017,8,c6407,0,122,1
2017,8,c6408,0,1690,1
2017,8,c6409,3,8414,5
2017,8,c6410,0,6359,9
2017,8,c6411,0,5040,7
2017,8,c6412,0,4923,7
2017,8,c6413,0,4247,4
2017,8,c6414,0,5664,8
2017,8,c6415,0,2263,3
2017,8,c6416,0,1347,3
2017,8,c6417,0,1090,1
2017,8,c6418,1,23210,37
2017,8,c6419,0,2781,1
2017,8,c6420,0,1290,1
2017,8,c6421,3,7588,12
2017,8,c6422,0,1402,2
2017,8,c6423,0,3090,1
2017,8,c6424,0,1490,1
2017,8,c6425,0,1480,2
2017,8,c6426,0,1040,2
2017,8,c6427,0,1960,8
2017,8,c6428,0,4226,7
2017,8,c6429,0,1566,2
2017,8,c6430,0,2930,3
2017,8,c6431,0,299,1
2017,8,c6432,0,1241,2
2017,8,c6433,0,1320,1
2017,8,c6434,0,1541,2
2017,8,c6435,0,630,1
2017,8,c6436,0,990,1
2017,8,c6437,0,1558,1
2017,8,c6438,0,470,1
2017,8,c6439,0,1580,2
2017,8,c6440,0,3770,3
2017,8,c6441,0,2166,1
2017,8,c6442,3,9890,13
2017,8,c6443,0,1832,3
2017,8,c6444,0,990,2
2017,8,c6445,0,1352,1
2017,8,c6446,0,2842,2
2017,8,c6447,0,2822,2
2017,8,c6448,0,719,2
2017,8,c6449,0,1890,1
2017,8,c6450,0,2180,2
2017,8,c6451,0,855,1
2017,8,c6452,0,612,2
2017,8,c6453,0,2290,1
2017,8,c6454,0,2993,1
2017,8,c6455,0,2904,4
2017,8,c6456,0,1121,1
2017,8,c6457,0,1690,1
2017,8,c6458,0,872,1
2017,8,c6459,0,3980,2
2017,8,c6460,0,1290,1
2017,8,c6461,0,3014,3
2017,8,c6462,0,656,1
2017,8,c6463,0,999,1
2017,8,c6464,0,3262,2
2017,8,c6465,0,1521,1
2017,8,c6466,0,1104,2
2017,8,c6467,0,3141,1
2017,8,c6468,0,1192,1
2017,8,c6469,0,4769,4
2017,8,c6470,0,1598,1
2017,8,c6471,0,2120,2
2017,8,c6472,0,1955,2
2017,8,c6473,0,3170,3
2017,8,c6474,0,2254,3
2017,8,c6475,0,2955,2
2017,8,c6476,0,3510,3
2017,8,c6477,0,5254,8
2017,8,c6478,0,1088,1
2017,8,c6479,0,2241,1
2017,8,c6480,0,7218,10
2017,8,c6481,0,2209,2
2017,8,c6482,0,1670,2
2017,8,c6483,0,1424,2
2017,8,c6484,0,4275,2
2017,8,c6485,0,2193,2
2017,8,c6486,0,1796,1
2017,8,c6487,0,1855,2
2017,8,c6488,0,5399,7
2017,8,c6489,0,1490,1
2017,8,c6490,0,1132,1
2017,8,c6491,0,4353,8
2017,8,c6492,0,4702,6
2017,8,c6493,0,581,1
2017,8,c6494,0,1161,1
2017,8,c6495,0,801,1
2017,8,c6496,0,710,1
2017,8,c6497,0,1580,2
2017,8,c6498,0,400,1
2017,8,c6499,0,1032,1
2017,8,c6500,0,1576,2
2017,8,c6501,0,2843,2
2017,8,c6502,0,1332,2
2017,8,c6503,0,4864,2
2017,8,c6504,0,821,1
2017,8,c6505,0,2224,2
2017,8,c6506,3,7878,8
2017,8,c6507,0,821,1
2017,8,c6508,0,581,1
2017,8,c6509,0,2610,2
2017,8,c6510,0,980,1
2017,8,c6511,0,0,8
2017,8,c6512,0,1435,2
2017,8,c6513,0,517,1
2017,8,c6514,0,2981,6
2017,8,c6515,0,870,1
2017,8,c6516,0,1482,1
2017,8,c6517,0,2776,2
2017,8,c6518,0,1796,1
2017,8,c6519,0,3666,4
2017,8,c6520,0,1780,2
2017,8,c6521,0,2424,2
2017,8,c6522,0,2150,1
2017,8,c6523,0,1280,2
2017,8,c6524,0,2310,1
2017,8,c6525,0,2615,2
2017,8,c6526,0,2980,2
2017,8,c6527,0,5233,3
2017,8,c6528,0,289,1
2017,8,c6529,0,590,1
2017,8,c6530,0,990,1
2017,8,c6531,0,200,1
2017,8,c6532,0,1122,1
2017,8,c6533,0,2679,2
2017,8,c6534,0,1054,1
2017,8,c6535,0,0,2
2017,8,c6536,0,1871,2
2017,8,c6537,0,981,1
2017,8,c6538,0,630,1
2017,8,c6539,0,2290,1
2017,8,c6540,0,1273,1
2017,8,c6541,0,2506,2
2017,8,c6542,0,3296,2
2017,8,c6543,0,4870,15
2017,8,c6544,0,4884,3
2017,8,c6545,0,1094,1
2017,8,c6546,0,2993,2
2017,8,c6547,0,581,1
2017,8,c6548,0,2786,2
2017,8,c6549,0,923,1
2017,8,c6550,3,8611,5
2017,8,c6551,0,2180,2
2017,8,c6552,0,1080,1
2017,8,c6553,0,2024,3
2017,8,c6554,0,250,1
2017,8,c6555,0,1690,4
2017,8,c6556,0,1591,5
2017,8,c6557,0,3370,7
2017,8,c6558,0,465,1
2017,8,c6559,0,3080,4
2017,8,c6560,0,1686,2
2017,8,c6561,0,392,1
2017,8,c6562,0,2142,2
2017,8,c6563,0,400,1
2017,8,c6564,0,792,3
2017,8,c6565,0,1090,2
2017,8,c6566,0,2560,3
2017,8,c6567,0,3078,3
2017,8,c6568,0,4207,7
2017,8,c6569,0,1290,1
2017,8,c6570,0,792,1
2017,8,c6571,0,5269,5
2017,8,c6572,0,1225,3
2017,8,c6573,0,2035,4
2017,8,c6574,0,1790,3
2017,8,c6575,0,2596,3
2017,8,c6576,0,1406,2
2017,8,c6577,0,2925,4
2017,8,c6578,0,1976,3
2017,8,c6579,0,2550,4
2017,8,c6580,0,3980,2
2017,8,c6581,0,1030,1
2017,8,c6582,0,2470,1
2017,8,c6583,0,2014,4
2017,8,c6584,3,11840,16
2017,8,c6585,0,3486,3
2017,8,c6586,0,730,2
2017,8,c6587,0,580,1
2017,8,c6588,0,384,1
2017,8,c6589,0,1590,1
2017,8,c6590,0,5876,8
2017,8,c6591,0,2090,1
2017,8,c6592,0,2250,1
2017,8,c6593,0,1372,5
2017,8,c6594,3,7394,8
2017,8,c6595,0,1690,1
2017,8,c6596,0,7314,6
2017,8,c6597,0,1881,3
2017,8,c6598,0,1690,4
2017,8,c6599,0,2052,1
2017,8,c6600,0,2993,1
2017,8,c6601,0,285,1
2017,8,c6602,0,1287,2
2017,8,c6603,0,1796,1
2017,8,c6604,0,1104,2
2017,8,c6605,0,1192,1
2017,8,c6606,0,774,1
2017,8,c6607,0,4680,36
2017,8,c6608,0,290,3
2017,8,c6609,0,2251,4
2017,8,c6610,0,1290,1
2017,8,c6611,0,880,2
2017,8,c6612,0,1786,1
2017,8,c6613,0,990,1
2017,8,c6614,0,1190,3
2017,8,c6615,0,2130,4
2017,8,c6616,0,2814,6
2017,8,c6617,0,2190,4
2017,8,c6618,0,2351,8
2017,8,c6619,0,2970,4
2017,8,c6620,0,2601,2
2017,8,c6621,0,2284,3
2017,8,c6622,0,0,2
2017,8,c6623,0,669,1
2017,8,c6624,0,656,1
2017,8,c6625,0,1606,1
2017,8,c6626,0,6146,6
2017,8,c6627,0,1774,3
2017,8,c6628,0,4024,5
2017,8,c6629,0,2136,4
2017,8,c6630,0,1670,3
2017,8,c6631,0,2990,3
2017,9,c6632,1,11792,8
2017,9,c6633,3,1782,4
2017,9,c6634,0,1577,3
2017,9,c6635,0,5364,14
2017,9,c6636,3,8360,6
2017,9,c6637,3,5800,5
2017,9,c6638,0,2180,14
2017,9,c6639,1,26160,12
2017,9,c6640,0,3882,5
2017,9,c6641,3,6022,7
2017,9,c6642,0,2596,3
2017,9,c6643,3,7241,18
2017,9,c6644,0,780,2
2017,9,c6645,0,4066,3
2017,9,c6646,1,31340,34
2017,9,c6647,3,114,1
2017,9,c6648,0,2600,3
2017,9,c6649,0,2384,1
2017,9,c6650,0,1990,1
2017,9,c6651,0,3480,4
2017,9,c6652,0,1090,1
2017,9,c6653,1,8348,15
2017,9,c6654,3,1880,2
2017,9,c6655,0,1480,2
2017,9,c6656,1,8740,5
2017,9,c6657,0,6621,9
2017,9,c6658,3,11175,18
2017,9,c6659,0,3965,5
2017,9,c6660,0,5821,4
2017,9,c6661,0,3980,7
2017,9,c6662,0,817,1
2017,9,c6663,0,1852,5
2017,9,c6664,0,1352,3
2017,9,c6665,0,817,1
2017,9,c6666,0,1494,3
2017,9,c6667,0,1346,3
2017,9,c6668,3,5990,5
2017,9,c6669,0,590,1
2017,9,c6670,0,1465,3
2017,9,c6671,3,8064,9
2017,9,c6672,0,1784,2
2017,9,c6674,2,13162,8
2017,9,c6675,1,6643,5
2017,9,c6676,1,31413,38
2017,9,c6677,0,4624,5
2017,9,c6678,0,468,1
2017,9,c6679,0,3840,2
2017,9,c6680,0,2590,1
2017,9,c6681,0,3580,3
2017,9,c6682,0,3966,3
2017,9,c6683,0,6780,13
2017,9,c6684,3,6318,5
2017,9,c6685,0,299,1
2017,9,c6686,0,2205,1
2017,9,c6687,0,2553,5
2017,9,c6688,0,1090,1
2017,9,c6689,0,2220,4
2017,9,c6690,0,1121,1
2017,9,c6691,0,3430,27
2017,9,c6692,0,828,1
2017,9,c6693,0,3378,6
2017,9,c6694,0,3557,2
2017,9,c6695,0,2412,2
2017,9,c6696,3,7606,5
2017,9,c6697,0,3078,1
